"고유번호","노선","노선명칭","역명칭","역 이미지","운행방향1","운행방향2","엘레베이터 동영상","엘리베이터 자막","지아철 팝업 이미지","사용여부","편의시설 아이콘 이미지 목록","출구정보","전화번호안내","코스1 첫차","코스1 막차","코스2 첫차","코스2 막차"
"308","7","7호선","도봉산","<img src='https://wis.eseoul.go.kr/images/disable/subway/7_308_M.jpg' alt='도봉산 이미지' NAME='stationImg' ID='stationImg'/>","장암","온수","http://wis.seoul.go.kr/rest/file/thumbnail/1pnf85lf5sxdfp1jnhuvkjdrq23hux5u/1","승강기 위치는 2번출구 쪽에 있습니다.    우측방향에 있는 승강기를 이용하여 승강장으로 가십시오","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='도봉산 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@시민아파트 도봉1동 도봉산 한신아파트 ||","긴급전화(역무실) : 02-6311-7101","도봉산 : 05시44분","도봉산 : 24시43분","도봉산 : 05시30분","도봉산 : 24시27분"
"185","4","4호선","충무로","<img src='https://wis.eseoul.go.kr/images/disable/subway/4_185_M.jpg' alt='충무로 이미지' NAME='stationImg' ID='stationImg'/>","당고개","오이도","http://wis.seoul.go.kr/rest/file/thumbnail/ikzt165wdwrj86538bm2foba7b3n3zar/1","승강기 위치는 7번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      좌측에 있는 개찰구를 통과하신 후      승강기를 이용하여 승강장으로 내려가십시오","<img src='https://wis.eseoul.go.kr/images/disable/subway/20130228180911.jpg' alt='충무로 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' />","||1@퇴계로5가방면 필동주민센터 동국대학교||||2@남산방면 필동주민센터 한국의집 남산골한옥마을 서울남산국악당||||3@퇴계로2.3.4가방면 필동주민센터 한국의집 남산골한옥마을 서울남산국악당||||4@중부세무서 서울소방재난본부 서울종합방재센터 교통방송 매일경제미디어센터 서울시티투어버스타는 곳 서울유스호스텔 남산케이블카 서울남산국악당 남산골한옥마을 서울산업통상진흥원서울애니메이션센터||||5@명동방면 중부경찰서 근로복지공단 서울지역본부 국민연금 종로중구지사||||6@을지로방면 충무로119안전센터||||7@인현동1가 을지로방면||||8@퇴계로5가방면 중구청 을지로4가우체국 을지로방면 인현동1가||||9@국민은행진양상가삼풍상가||","긴급전화(역무실) : 02-6110-4231","충무로 : 05시38분","충무로 : 24시31분","충무로 : 05시45분","충무로 : 23시38분"
"270","6","6호선","화랑대","<img src='https://wis.eseoul.go.kr/images/disable/subway/6_270_M.jpg' alt='화랑대 이미지' NAME='stationImg' ID='stationImg'/>","응암","봉화산","http://wis.seoul.go.kr/rest/file/thumbnail/upsnikk5orijyg3xxb9zs4aywhpwt4v3/1","승강기 위치는 화랑로 주변 1번출구에 있습니다.    1번출구 엘리베이터를 이용하시어 지하1층 대합실에 내리십시오.    지하1층에 내리셔서 좌측으로 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 좌측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 봉화산 방면 승강장입니다.","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='화랑대 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@태릉사거리 공릉소방파출소||||2@공릉제2동 공릉2동사무소||||3@공릉제2동 태릉초등학교 공릉중교||||4@서울여자대학교 육군사관학교 태릉선수촌 삼육대학교||||5@근린공원||||6@중앙구립정보도서관 중랑구민체육센터||||7@묵제1동 원묵초등학교 원묵중교 태릉고교||","긴급전화(역무실) : 02-6311-6461","화랑대 : 05시31분","화랑대 : 24시46분","화랑대 : 05시42분","화랑대 : 24시58분"
"154","3","3호선","약수","<img src='https://wis.eseoul.go.kr/images/disable/subway/3_154_M.jpg' alt='약수 이미지' NAME='stationImg' ID='stationImg'/>","대화","수서","http://wis.seoul.go.kr/rest/file/thumbnail/hewwl4c2n0mw9mwihv8qguf0rcb3m5v1/1","승강기 위치는 3번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      좌측 방향으로 이동하신 후      승강기를 이용하여 승강장으로 내려가십시오.","<img src='https://wis.eseoul.go.kr/images/disable/subway/20130228175835.jpg' alt='약수 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' />","||1@장충초등학교||||2@신당2동치안센터||||3@신당4동주민센터 청구초등학교 신당우체국 약수하이츠아파트||||4@금호터널 중구정신보건센터 중구시설관리공단||||5@약수시장 남산타운아파트 약수지구대 중구청소년수련관 서울방송고등학교 서울청소년수련관||||6@기업은행 약수동지점||||7@장충초등학교고영우산부인과||||8@외환은행유유산업||||9@신당종합사회복지관 장충.중고교 장원중학교 신당2동주민센터||||10@장충체육관 신당2동주민센터||","긴급전화(역무실) : 02-6110-3331","약수 : 05시30분","약수 : 24시02분","약수 : 05시43분","약수 : 24시10분"
"161","3","3호선","교대","<img src='https://wis.eseoul.go.kr/images/disable/subway/3_161_M.jpg' alt='교대 이미지' NAME='stationImg' ID='stationImg'/>","대화","수서","http://wis.seoul.go.kr/rest/file/thumbnail/5ps21nms6giepvb4zy0ojt8q8z898326/1","승강기 위치는 5번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      좌측 방향으로 이동하신 후 다시한번 좌측으로 이동하십시오.      정면에 있는 승강기를 이용하여 승강장으로 내려가십시오.","<img src='https://wis.eseoul.go.kr/images/disable/subway/20130228175234.jpg' alt='교대 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@반서파출소서초종합시장||||2@교대부속초등교||||3@서울교대||||12@반서치안센터||||13@서초1동 서초1동주민센터 서울교육대학교 서울교대부설초등학교||||14@서초3동 남부터미널 방면||","긴급전화(역무실) : 02-6110-3401","교대 : 05시33분","교대 : 23시48분","교대 : 05시39분","교대 : 24시25분"
"183","4","4호선","동대문","<img src='https://wis.eseoul.go.kr/images/disable/subway/4_183_M.jpg' alt='동대문 이미지' NAME='stationImg' ID='stationImg'/>","당고개","오이도","http://wis.seoul.go.kr/rest/file/thumbnail/438a8vwctokwy2sdvey3g4595k1xxp5v/1","승강기 위치는 9번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      정면에 있는 개찰구를 통과하십시오.      우측에 있는 승강기를 이용하여 승강장으로 내려가십시오","<img src='https://wis.eseoul.go.kr/images/disable/subway/20130228180327.jpg' alt='동대문 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' />","||1@제일은행이스턴호텔||||2@외환은행거평프레아||||3@한일은행중소기업은행||||4@국민은행(자동화코너)금자탑학원||||7@창신동 청계천6가 동대문(흥인지문) 남평화상가 신발도매상가 신평화의류상가||||8@청계천5가방면 동대문종합시장 중고서적상가 평화시장 서울관광안내소 적십자 헌혈의 집||||9@종로5가 동대문쇼핑타운 동대문종합시장 기업은행 종로6가지점||||10@종로56가 한방약국가||","긴급전화(역무실) : 02-6110-4211","동대문 : 05시42분","동대문 : 24시35분","동대문 : 05시41분","동대문 : 23시34분"
"184","4","4호선","동대문역사문화공원","<img src='https://wis.eseoul.go.kr/images/disable/subway/4_184_M.jpg' alt='동대문역사문화공원 이미지' NAME='stationImg' ID='stationImg'/>","당고개","오이도","http://wis.seoul.go.kr/rest/file/thumbnail/vbcc88bsjao3i9vg79slg0wsotwdfv9g/1","승강기 위치는 1번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      정면 연결통로를 통과하여 4호선 방향으로 이동하십시오.      정면에 있는 승강기를 이용하여 승강장으로 내려가십시오.","<img src='https://wis.eseoul.go.kr/images/disable/subway/20130228180340.jpg' alt='동대문역사문화공원 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' />","||1@광화문한일은행경동교회||||2@파출소광희B/D상업은행벽산B/D쌍림B/D외횐은행제22지구의료보험조합||||3@우체국을지전화국||||4@광희문 광희동2가 장충동주민센터 장충체육관방면||||5@광희동주민센터 장충단길 퇴계로방면 한국교육학술정보원||||8@광희동1가 을지로6가우체국||||9@광희동2가||||10@신당동 방면||","긴급전화(역무실) : 02-6110-4221","동대문운동장 : 05시40분","동대문운동장 : 24시33분","동대문운동장 : 05시43분","동대문운동장 : 23시36분"
"454","13","9호선","고속터미널","<img src='https://wis.eseoul.go.kr/images/disable/subway/subway23_con21.gif' alt='고속터미널 이미지' NAME='stationImg' ID='stationImg'/>","개화","신논현","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/subway23_con200.gif' alt='고속터미널 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143327.jpg' alt='시각경보기 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143228.jpg' alt='계단핸드레일 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143315.jpg' alt='복합유도등 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143838.jpg' alt='음성안내장치 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143920.jpg' alt='점자유도블럭 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143952.jpg' alt='휠체어용개찰구 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081124113535.gif' alt='수평보행기 이미지' />","||1@고속버스터미널 (경부선/영동선) 신세계백화점||||8@(8-2)반원초등학교 뉴코아 백화점 신반포24차 아파트||||8@(8-1)반포한강공원 신반포 한신6차 우성아파트||","긴급전화(역무실) : 02-2656-0923","고속터미널 : 05시42분","고속터미널 : 24시44분","고속터미널 : 05시51분","고속터미널 : 24시58분"
"456","13","9호선","신논현","<img src='https://wis.eseoul.go.kr/images/disable/subway/subway25_con21.gif' alt='신논현 이미지' NAME='stationImg' ID='stationImg'/>","개화","신논현","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/subway25_con200.gif' alt='신논현 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143327.jpg' alt='시각경보기 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143228.jpg' alt='계단핸드레일 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143315.jpg' alt='복합유도등 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143838.jpg' alt='음성안내장치 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143920.jpg' alt='점자유도블럭 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143952.jpg' alt='휠체어용개찰구 이미지' />","||1@반포IC||||2@논현역 방향||||3@논현초등학교  베스트웨스턴프리미어강남호텔||||4@역삼동 방면  CHA 의과대학교 강남차병원  노보텔앰배서더강남  호텔리츠칼튼서울||||5@역삼동 우체국  국립어린이 청소년도서관||||6@강남역 방면||||7@서초4동주민센터||","긴급전화(역무실) : 02-2656-0925","신논현 : 05시38분","신논현 : 24시40분","",""
"336","7","7호선","숭실대입구","<img src='https://wis.eseoul.go.kr/images/disable/subway/7_336_M.jpg' alt='숭실대입구 이미지' NAME='stationImg' ID='stationImg'/>","장암","온수","http://wis.seoul.go.kr/rest/file/thumbnail/vnavjo8x19p3mvy0n9dy8rse270tzqf0/1","승강기 위치는 2번출구 쪽에 있습니다.    승강기를 이용하여 지하2층 대합실로 내려가십시오.    개찰구 통과 후 정면에 있는 승강기를 이용하여 승강장으로 내려가십시오","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='숭실대입구 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@상도제5동 봉천동방면||||2@상도제1동||||3@숭실대학교 상도동||||4@봉천동방면 상도여중학교||","긴급전화(역무실) : 02-6311-7381","숭실대입구 : 05시44분","숭실대입구 : 24시52분","숭실대입구 : 05시36분","숭실대입구 : 24시49분"
"339","7","7호선","신대방삼거리","<img src='https://wis.eseoul.go.kr/images/disable/subway/7_339_M.jpg' alt='신대방삼거리 이미지' NAME='stationImg' ID='stationImg'/>","장암","온수","http://wis.seoul.go.kr/rest/file/thumbnail/oesxunfbc6j405drr62q07atkrnmswe6/1","승강기 위치는 2번출구 쪽에 있습니다.    승강기를 이용하여 지하1층 대합실로 내려가십시오.    정면에 있는 승강기를 이용하여 지하2층 대합실로 내려가십시오.    정면에 있는 승강기를 이용하여 승강장으로 내려가십시오","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='신대방삼거리 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@상도제3동 성대시장 ||||2@보라매병원 상도제3동사무소 상동소방파출소||||3@동작우체국 신대방제2동사무소 신대방제2동파출소||||4@대림초등학교 서울공업고등학교 강남중학교||||5@대방동 성남중고교||||6@상도제3동 상도제3동파출소 강남여중교 상도제3동우편취급소||","긴급전화(역무실) : 02-6311-7411","신대방삼거리 : 05시38분","신대방삼거리 : 24시46분","신대방삼거리 : 05시42분","신대방삼거리 : 24시55분"
"340","7","7호선","보라매","<img src='https://wis.eseoul.go.kr/images/disable/subway/7_340_M.jpg' alt='보라매 이미지' NAME='stationImg' ID='stationImg'/>","장암","온수","http://wis.seoul.go.kr/rest/file/thumbnail/pote6kzihb5pxx2arpg7jqj7ij0hwvdo/1","승강기 위치는 6번출구 쪽에 있습니다.    승강기를 이용하여 지하1층 대합실로 내려가십시오.    우측으로 이동하여 개찰구를 통과하십시오.    정면에 있는 승강기를 이용하여 승강장으로 내려가십시오","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='보라매 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@신대방제2동 동작우체국 신대방2동사무소 신대방2동파출소||||2@보라매공원 기상청 동작구민회관 보라매병원 동작소방서 대방파출소 문창여자중학교||||3@동작세무서 대방여자중학교||||4@신길6동파출소 대길초등학교||||5@신길제7동 해군회관||||6@서울지방병무청 신길우체국 신길7동사무소 대방초등학교||||7@서울공업고등학교 강남중학교 성남중학교||||8@대방동사무소 대림초등학교||","긴급전화(역무실) : 02-6311-7421","보라매 : 05시37분","보라매 : 24시44분","보라매 : 05시44분","보라매 : 24시57분"
"341","7","7호선","신풍","<img src='https://wis.eseoul.go.kr/images/disable/subway/7_341_M.jpg' alt='신풍 이미지' NAME='stationImg' ID='stationImg'/>","장암","온수","http://wis.seoul.go.kr/rest/file/thumbnail/dcvsk2ioo5n3nua2b8a4xga1ekgzjj2p/1","승강기 위치는 9번출구 쪽에 있습니다.    승강기를 이용하여 지하1층 대합실로 내려가십시오.    개찰구를 통과하신 후 정면에 있는 승강기를 이용하여 승강장으로 내려가십시오","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='신풍 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@신길제6동사무소 대길초등학교 대방여자중학교 신길제6동파출소||||2@신길제6동 영신고등학교||||3@신길제5동 신길제5동우체국 신길제5동파출소 대림소방파출소||||4@신길제5동사무소 대영초중고등학교 신풍파출소||||5@신길제4동 신길로||||6@신길제7동 신대방사거리 해군회관||","긴급전화(역무실) : 02-6311-7431","신풍 : 05시46분","신풍 : 24시42분","신풍 : 05시30분","신풍 : 24시44분"
"362","8","8호선","강동구청","<img src='https://wis.eseoul.go.kr/images/disable/subway/8_362_M.jpg' alt='강동구청 이미지' NAME='stationImg' ID='stationImg'/>","암사","모란","http://wis.seoul.go.kr/rest/file/thumbnail/vaej00oehkql98w59zt2dkrenrih1lw4/1","승강기 위치는 우리은행 주변 3번출구 쪽에 있습니다.    3번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 좌측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 종착 승강장 위치입니다","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='강동구청 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@성내2동 천호소방파출소||||2@강동수도사업소 강동구청 강동경찰서||||3@성내1동||||4@풍납2동 풍납토성||||5@풍납1동 영파여중고교||","긴급전화(역무실) : 02-6311-8121","강동구청 : 05시34분","강동구청 : 24시56분","강동구청 : 05시33분","강동구청 : 24시49분"
"361","8","8호선","몽촌토성","<img src='https://wis.eseoul.go.kr/images/disable/subway/8_361_M.jpg' alt='몽촌토성 이미지' NAME='stationImg' ID='stationImg'/>","암사","모란","http://wis.seoul.go.kr/rest/file/thumbnail/lyxarh60xsmgbnntsbvbe1j1x12mlj96/1","승강기 위치는 진주아파트 주변 4번출구 쪽에 있습니다.    4번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 지하2층 대합실로 내려오십시오.    지하2층에 내리셔서 직진하시면 개찰구가 보입니다.    개찰구에서 좌측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 강동구청 방면 승강장 위치입니다","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='몽촌토성 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@올림픽공원 평화의문 올림픽회관||||2@방이2동 위례성길||||3@잠실 송파구청||||4@신천동 서울교통회관||||5@잠실4동 올림픽대교||","긴급전화(역무실) : 02-6311-8131","몽촌토성 : 05시31분","몽촌토성 : 24시54분","몽촌토성 : 05시36분","몽촌토성 : 24시52분"
"349","8","8호선","수진","<img src='https://wis.eseoul.go.kr/images/disable/subway/8_349_M.jpg' alt='수진 이미지' NAME='stationImg' ID='stationImg'/>","암사","모란","http://wis.seoul.go.kr/rest/file/thumbnail/echx9du7cy1udmksogjiqg88tv2fd7iq/1","승강기 위치는 밝은연세안과 주변 1번출구 쪽에 있습니다.    1번출구 장애인리프트를 이용하십시오.    장애인리프트에 내리셔서 좌측으로 직진하시면 개찰구가 보입니다.    개찰구에서 우측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 단대오거리 방면 승강장 위치입니다.","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='수진 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' />","||1@성호시장||||2@중원구청 종합운동장||||3@모란방면 수진1동 수진1동사무소||||4@남한산성방면 신흥1동||","긴급전화(역무실) : 02-6311-8251","수진 : 05시32분","수진 : 24시38분","수진 : 05시45분","수진 : 24시58분"
"435","13","9호선","공항시장","<img src='https://wis.eseoul.go.kr/images/disable/subway/subway3_con21.gif' alt='공항시장 이미지' NAME='stationImg' ID='stationImg'/>","개화","신논현","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/subway3_con200.gif' alt='공항시장 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143327.jpg' alt='시각경보기 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143228.jpg' alt='계단핸드레일 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143315.jpg' alt='복합유도등 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143838.jpg' alt='음성안내장치 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143920.jpg' alt='점자유도블럭 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143952.jpg' alt='휠체어용개찰구 이미지' />","||1@공항지구대 김포공항방면||||2@방화2동주민센터||||3@방신시장 방화역방면||||4@송정초등학교 송정역방면||","긴급전화(역무실) : 02-2656-0903","공항시장 : 05시41분","공항시장 : 01시05분","공항시장 : 05시35분","공항시장 : 24시36분"
"440","13","9호선","등촌","<img src='https://wis.eseoul.go.kr/images/disable/subway/subway9_con21.gif' alt='등촌 이미지' NAME='stationImg' ID='stationImg'/>","개화","신논현","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/subway9_con200.gif' alt='등촌 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143327.jpg' alt='시각경보기 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143228.jpg' alt='계단핸드레일 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143315.jpg' alt='복합유도등 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143838.jpg' alt='음성안내장치 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143920.jpg' alt='점자유도블럭 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143952.jpg' alt='휠체어용개찰구 이미지' />","||1@백석 초등학교||||2@서울 신기술 창업센터||||3@강서구보건소||||4@양동 중학교||||5@목3동 방면||||6@목3동 방면||||7@영일 고등학교||||8@등촌 중학교||","긴급전화(역무실) : 02-2656-0909","등촌 : 05시45분","등촌 : 01시03분","등촌 : 05시40분","등촌 : 24시48분"
